G# 7sus	2,4,1,1,2,4
G# 7sus	2,4,1,1,4,2
G# 7sus	2,4,1,1,4,4
G# 7sus	2,4,4,1,4,2
G# 7sus	2,4,4,1,4,4
G 7sus	3,3,0,0,1,1
G 7sus	3,3,0,0,3,1
G 7sus	3,3,3,0,3,1
G 7sus	3,3,3,0,3,3
G# 7sus	4,4,1,1,2,2
G# 7sus	4,4,1,1,4,2
G# 7sus	4,4,4,1,4,2
G# 7sus	4,4,4,1,4,4
G 9	3,0,0,0,0,3
G 9	3,0,0,2,0,3
G 9	3,0,0,4,0,3
G 9	3,0,0,4,3,3
G 9	3,2,0,2,0,3
G 9	3,2,0,2,3,3
G# 9	4,1,1,1,1,4
G# 9	4,1,1,3,1,4
G# 9	4,3,1,3,1,4
G# 9	4,3,1,3,4,4
G# dim	4,2,0,1,0,4
G# dim	4,2,0,1,3,4
G# dim	4,2,0,4,0,4
G# dim	4,2,0,4,3,4
G m	3,1,0,0,3,3
G m	3,1,0,3,3,3
G# m	4,2,1,1,0,4
G# m	4,2,1,1,4,4
G# m	4,2,1,4,0,4
G# m	4,2,1,4,4,4
G m7	1,1,0,0,3,1
G m7	1,1,0,0,3,3
G m7	1,1,0,3,3,3
G m7	1,1,3,0,3,1
G m7	1,1,3,0,3,3
G m7	1,1,3,3,3,3
G# m7	2,2,1,1,0,2
G# m7	2,2,1,1,0,4
G# m7	2,2,1,1,4,2
G# m7	2,2,1,1,4,4
G# m7	2,2,1,4,0,4
G# m7	2,2,1,4,4,4
G# m7	2,2,4,1,4,2
G# m7	2,2,4,1,4,4
G# m7	2,2,4,4,4,4
G m7	3,1,0,0,3,1
G m7	3,1,0,3,3,1
G m7	3,1,3,0,3,1
G m7	3,1,3,0,3,3
G m7	3,1,3,3,3,1
